,pax_number
0,0.0
1,188.0
2,451.0
3,264.0
4,252.0
5,264.0
6,264.0
7,192.0
8,198.0
9,324.0
10,188.0
11,0.0
12,322.0
13,192.0
14,256.0
15,132.0
16,132.0
17,66.0
18,66.0
19,260.0
20,451.0
21,322.0
22,0.0
23,330.0
24,462.0
25,396.0
26,198.0
27,254.0
28,462.0
29,198.0
30,264.0
31,192.0
32,330.0
33,0.0
34,330.0
35,264.0
36,330.0
37,330.0
38,198.0
39,255.0
40,252.0
41,256.0
42,462.0
43,330.0
44,0.0
45,264.0
46,330.0
47,264.0
48,327.0
49,255.0
50,264.0
51,132.0
52,396.0
53,264.0
54,264.0
55,0.0
56,660.0
57,330.0
58,132.0
59,132.0
60,264.0
61,132.0
62,198.0
63,330.0
64,330.0
65,660.0
66,0.0
67,384.0
68,132.0
69,132.0
70,192.0
71,66.0
72,254.0
73,330.0
74,264.0
75,330.0
76,384.0
77,0.0
78,55.0
79,132.0
80,198.0
81,66.0
82,462.0
83,198.0
84,327.0
85,132.0
86,132.0
87,55.0
88,0.0
89,63.0
90,324.0
91,260.0
92,198.0
93,255.0
94,255.0
95,132.0
96,132.0
97,132.0
98,63.0
99,0.0
